ID,SiteNumber,SiteLocation,ClusterName,SiteAcronym,Date,Month,Depth,Temperature,DO,pH,SecchiDisk,SamplesCollected,SampleType,Comments
8624,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,3/3/2008,3,NA,NA,NA,NA,NA,NA,NA,NA
8625,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,3/3/2008,3,NA,NA,NA,NA,NA,NA,NA,NA
8626,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,3/3/2008,3,NA,NA,NA,NA,NA,NA,NA,NA
8627,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,3/3/2008,3,NA,NA,NA,NA,NA,NA,NA,NA
8628,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,3/3/2008,3,NA,NA,NA,NA,NA,NA,NA,NA
8629,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,3/3/2008,3,NA,NA,NA,NA,NA,NA,NA,NA
8547,Glen In,Glendale WTP inlet,NA,Glen In,3/3/2008,3,NA,14.2,NA,8.2,NA,NA,NA,NA
8548,Glen Out,Glendale WTP outlet,NA,Glen Out,3/3/2008,3,NA,NA,NA,NA,NA,NA,NA,NA
8549,R3,Waddell Canal,cap,waddell canal,4/7/2008,4,NA,10.4,NA,8.5,NA,NA,NA,NA
8550,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/7/2008,4,NA,16.1,NA,8.8,NA,NA,NA,NA
8551,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/7/2008,4,NA,20.2,NA,8.5,NA,NA,NA,NA
8552,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/7/2008,4,NA,17.6,NA,8.8,NA,NA,NA,NA
8553,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/7/2008,4,NA,18.5,NA,8.7,NA,NA,NA,NA
8554,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/7/2008,4,NA,18.3,NA,8.7,NA,NA,NA,NA
8555,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8556,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/7/2008,4,NA,18,NA,8.4,NA,NA,NA,NA
8557,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8558,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/7/2008,4,NA,16.9,NA,8.4,NA,NA,NA,NA
8559,R19,Val Vista WTP treated water,srp,val vista-treated,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8560,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,4/7/2008,4,NA,17.7,NA,8.5,NA,NA,NA,NA
8561,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,4/7/2008,4,NA,17.4,NA,8.8,NA,NA,NA,NA
8562,R25,verde river at beeline highway,verde,verde @ beeline,4/7/2008,4,NA,20.7,NA,8.8,NA,NA,NA,NA
8563,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/7/2008,4,NA,17.8,NA,8.7,NA,NA,NA,NA
8564,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,4/7/2008,4,NA,15.8,NA,8.3,NA,NA,NA,NA
8565,UH In,Union Hills Inlet,cap,Union Hills Inlet,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8566,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8567,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8568,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8569,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/7/2008,4,NA,17.5,NA,8.8,NA,NA,NA,NA
8570,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/7/2008,4,NA,16.6,NA,8.2,NA,NA,NA,NA
8571,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8572,SPT Out,Tempe's South Plant treated water,tempe,STP Out,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8573,Green In,Greenway WTP Inlet,srp,Green In,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8574,Green Out,Greenway WTP Outlet,srp,Green Out,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8575,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,59.4,17.5,8.03,8.06,NA,NA,NA,NA
8576,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,57.2,17.3,8.13,8.04,NA,NA,NA,NA
8577,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,53.9,17.3,8.24,8.03,NA,NA,NA,NA
8578,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,50.8,17.3,8.35,8.03,NA,NA,NA,NA
8579,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,47.6,17.3,8.47,8.03,NA,NA,NA,NA
8580,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,44.5,17.3,8.61,8.03,NA,NA,NA,NA
8581,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,41.4,17.3,8.62,8.03,NA,NA,NA,NA
8582,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,38.2,17.3,8.74,8.03,NA,NA,NA,NA
8583,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,35.1,17.4,8.88,8.04,NA,NA,NA,NA
8584,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,32,17.4,8.95,8.04,NA,NA,NA,NA
8585,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,28.9,17.5,9.03,8.04,NA,NA,NA,NA
8586,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,25.9,17.6,9.16,8.06,NA,NA,NA,NA
8587,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,22.7,18,9.59,8.11,NA,NA,NA,NA
8588,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,19.8,18.6,9.96,8.17,NA,NA,NA,NA
8589,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,16.6,19.7,10.72,8.31,NA,NA,NA,NA
8590,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,13.7,19.7,10.8,8.34,NA,NA,NA,NA
8591,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,10.7,19.7,10.86,8.36,NA,NA,NA,NA
8592,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,7.6,19.8,10.93,8.37,NA,NA,NA,NA
8593,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,4.6,19.8,11,8.38,NA,NA,NA,NA
8594,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,1.5,19.9,11.04,8.39,NA,NA,NA,NA
8595,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,1,18.7,10.95,8.28,NA,NA,NA,NA
8596,R2,Bartlett Reservoir near outlet,verde,pleasant,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8597,R2,Lake Pleasant integrated sample,cap,pleasant,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8598,R2,Bartlett Reservoir near outlet,verde,pleasant,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8599,R2,Bartlett Reservoir near outlet,verde,pleasant,4/7/2008,4,NA,NA,NA,NA,NA,NA,NA,NA
8600,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,4/7/2008,4,0,18.1,10.4,NA,2.44,NA,NA,NA
8601,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,4/7/2008,4,5,17.7,10.4,NA,NA,NA,NA,NA
8602,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,4/7/2008,4,10,13.8,7.6,NA,NA,NA,NA,NA
8603,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,4/7/2008,4,15,12.3,7.2,NA,NA,NA,NA,NA
8604,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,4/7/2008,4,20,11.5,7.6,NA,NA,NA,NA,NA
8605,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,4/7/2008,4,25,10.8,8.1,NA,NA,NA,NA,NA
8606,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,4/7/2008,4,30,10.3,8.3,NA,NA,NA,NA,NA
8132,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8133,R20,Verde River at Tangle,verde,verde abv horseshoe,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8134,Havasu 1,Havasu lake Sample,NA,Havasu 1,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8135,Havasu 2,Havasu lake Sample,NA,Havasu 2,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8136,Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8137,R1,CAP canal above Waddell Canal,cap,cap-siphon,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8138,R4,Cap Canal at 7th St.,cap,cap @ 7th st,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8139,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8140,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8141,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8142,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8143,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8144,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,4/10/2007,4,NA,NA,NA,NA,NA,NA,NA,NA
8145,R3,Waddell Canal,cap,waddell canal,5/8/2007,5,NA,14.8,NA,8.1,NA,NA,NA,NA
8146,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/8/2007,5,NA,19.2,NA,8.4,NA,NA,NA,NA
8147,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/8/2007,5,NA,20.3,NA,8.9,NA,NA,NA,NA
8148,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/8/2007,5,NA,21.1,NA,8.7,NA,NA,NA,NA
8149,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/8/2007,5,NA,20.7,NA,8.6,NA,NA,NA,NA
8150,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/8/2007,5,NA,20.8,NA,8.4,NA,NA,NA,NA
8151,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8152,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/8/2007,5,NA,23.3,NA,7.9,NA,NA,NA,NA
8153,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8154,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/8/2007,5,NA,20.7,NA,8.5,NA,NA,NA,NA
8155,R19,Val Vista WTP treated water,srp,val vista-treated,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8156,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/8/2007,5,NA,21.5,NA,8.5,NA,NA,NA,NA
8157,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/8/2007,5,NA,19.9,NA,8.2,NA,NA,NA,NA
8158,R25,verde river at beeline highway,verde,verde @ beeline,5/8/2007,5,NA,20.3,NA,8.6,NA,NA,NA,NA
8159,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/8/2007,5,NA,25.5,NA,8.6,NA,NA,NA,NA
8160,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,5/8/2007,5,NA,20.2,NA,8.5,NA,NA,NA,NA
8161,UH In,Union Hills Inlet,cap,Union Hills Inlet,5/8/2007,5,NA,19.2,NA,8.3,NA,NA,NA,NA
8162,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8163,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/8/2007,5,NA,22.6,NA,8.5,NA,NA,NA,NA
8164,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8165,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/8/2007,5,NA,21.2,NA,8.7,NA,NA,NA,NA
8166,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/8/2007,5,NA,21.9,NA,8.1,NA,NA,NA,NA
8167,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8168,SPT Out,Tempe's South Plant treated water,tempe,STP Out,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8169,Green In,Greenway WTP Inlet,srp,Green In,5/8/2007,5,NA,23.3,NA,8.2,NA,NA,NA,NA
8170,Green Out,Greenway WTP Outlet,srp,Green Out,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8171,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,58.4,17.9,8.46,8.14,NA,NA,NA,NA
8172,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,55.9,17.9,8.49,8.14,NA,NA,NA,NA
8173,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,52.7,17.9,8.54,8.14,NA,NA,NA,NA
8174,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,49.6,17.9,8.56,8.13,NA,NA,NA,NA
8175,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,46.5,17.9,8.6,8.13,NA,NA,NA,NA
8176,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,43.4,17.9,8.62,8.13,NA,NA,NA,NA
8177,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,40.4,17.9,8.7,8.13,NA,NA,NA,NA
8178,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,37.2,17.9,8.75,8.14,NA,NA,NA,NA
8179,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,34.1,17.9,8.79,8.14,NA,NA,NA,NA
8180,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,30.9,18,8.83,8.14,NA,NA,NA,NA
8181,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,27.9,18,8.88,8.14,NA,NA,NA,NA
8182,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,24.9,18,8.94,8.15,NA,NA,NA,NA
8183,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,21.7,18.1,9.01,8.16,NA,NA,NA,NA
8184,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,18.7,18.7,9.51,8.21,NA,NA,NA,NA
8185,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,15.6,19.7,10.05,8.35,NA,NA,NA,NA
8186,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,12.6,20.8,10.96,8.56,NA,NA,NA,NA
8187,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,9.4,22.1,11.23,8.63,NA,NA,NA,NA
8188,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,6.3,22.6,11.04,8.65,NA,NA,NA,NA
8189,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,3.3,22.9,10.77,8.66,NA,NA,NA,NA
8190,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,1.1,23.2,10.64,8.66,NA,NA,NA,NA
8191,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8192,R2,Lake Pleasant integrated sample,cap,pleasant,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8193,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,5/8/2007,5,NA,21.4,8.8,NA,3.35,NA,NA,NA
8194,R6-5,Bartlett Reservoir near outlet,verde,bartlett-5m,5/8/2007,5,NA,20.6,8.9,NA,NA,NA,NA,NA
8195,R6-10,Bartlett Reservoir near outlet,verde,bartlett-10m,5/8/2007,5,NA,17.8,7,NA,NA,NA,NA,NA
8196,R6-15,Bartlett Reservoir near outlet,verde,bartlett-15m,5/8/2007,5,NA,14.5,3.2,NA,NA,NA,NA,NA
8197,R6-20,Bartlett Reservoir near outlet,verde,bartlett-20m,5/8/2007,5,NA,12.6,2.8,NA,NA,NA,NA,NA
8198,R6-25,Bartlett Reservoir near outlet,verde,bartlett-25m,5/8/2007,5,NA,11.9,2.6,NA,NA,NA,NA,NA
8199,R6-30,Bartlett Reservoir near outlet,verde,bartlett-30m,5/8/2007,5,NA,11.4,2.5,NA,NA,NA,NA,NA
8200,R6-35,Bartlett Reservoir near outlet,verde,bartlett-35m,5/8/2007,5,NA,11.3,1.7,NA,NA,NA,NA,NA
8201,R6-40,Bartlett Reservoir near outlet,verde,bartlett-40m,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8202,R6-45,Bartlett Reservoir near outlet,verde,bartlett-45m,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8203,R6-50,Bartlett Reservoir near outlet,verde,bartlett-50m,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8204,R9A,Saguaro Lake near inlet,salt,saguaro-0m,5/8/2007,5,NA,21,10.2,NA,1.83,NA,NA,NA
8205,R9-5,Saguaro Lake near inlet,salt,saguaro-5m,5/8/2007,5,NA,20.3,9.6,NA,NA,NA,NA,NA
8206,R9-10,Saguaro Lake near inlet,salt,saguaro-10m,5/8/2007,5,NA,18.6,5.8,NA,NA,NA,NA,NA
8207,R9-15,Saguaro Lake near inlet,salt,saguaro-15m,5/8/2007,5,NA,17.7,3.3,NA,NA,NA,NA,NA
8208,R9-20,Saguaro Lake near inlet,salt,saguaro-20m,5/8/2007,5,NA,17.3,2.7,NA,NA,NA,NA,NA
8209,R9-25,Saguaro Lake near inlet,salt,saguaro-25m,5/8/2007,5,NA,16.9,2.6,NA,NA,NA,NA,NA
8210,R9-30,Saguaro Lake near inlet,salt,saguaro-30m,5/8/2007,5,NA,16.5,1,NA,NA,NA,NA,NA
8211,R9-35,Saguaro Lake near inlet,salt,saguaro-35m,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8212,R9-40,Saguaro Lake near inlet,salt,saguaro-40m,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8213,R9-45,Saguaro Lake near inlet,salt,saguaro-45m,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8214,R9-50,Saguaro Lake near inlet,salt,saguaro-50m,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8215,R20,Verde River at Tangle,verde,verde abv horseshoe,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8216,Havasu 1,Havasu lake Sample,NA,Havasu 1,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8217,Havasu 2,Havasu lake Sample,NA,Havasu 2,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8218,Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8219,R1,CAP canal above Waddell Canal,cap,cap-siphon,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8220,R4,Cap Canal at 7th St.,cap,cap @ 7th st,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8221,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8222,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8223,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8224,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8225,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8226,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,5/8/2007,5,NA,NA,NA,NA,NA,NA,NA,NA
8227,R3,Waddell Canal,cap,waddell canal,6/4/2007,6,NA,14.8,NA,7.9,NA,NA,NA,NA
8228,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/4/2007,6,NA,22.1,NA,8.4,NA,NA,NA,NA
8229,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/4/2007,6,NA,24,NA,8.4,NA,NA,NA,NA
8230,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/4/2007,6,NA,22.4,NA,8.3,NA,NA,NA,NA
8231,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/4/2007,6,NA,23,NA,8.4,NA,NA,NA,NA
8232,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/4/2007,6,NA,NA,NA,NA,NA,NA,NA,NA
8233,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/4/2007,6,NA,23.4,NA,8.3,NA,NA,NA,NA
8234,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/4/2007,6,NA,24.2,NA,8.1,NA,NA,NA,NA
8235,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/4/2007,6,NA,NA,NA,NA,NA,NA,NA,NA
8236,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/4/2007,6,NA,23.2,NA,8.2,NA,NA,NA,NA
8237,R19,Val Vista WTP treated water,srp,val vista-treated,6/4/2007,6,NA,NA,NA,NA,NA,NA,NA,NA
8238,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/4/2007,6,NA,23.6,NA,8.2,NA,NA,NA,NA
8239,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,6/4/2007,6,NA,23,NA,8.3,NA,NA,NA,NA
8240,R25,verde river at beeline highway,verde,verde @ beeline,6/4/2007,6,NA,30,NA,8.3,NA,NA,NA,NA
8241,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,6/4/2007,6,NA,23.1,NA,8.3,NA,NA,NA,NA
8242,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,6/4/2007,6,NA,22.5,NA,8.1,NA,NA,NA,NA
8243,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/4/2007,6,NA,22.2,NA,8.3,NA,NA,NA,NA
8244,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/4/2007,6,NA,NA,NA,NA,NA,NA,NA,NA
8245,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/4/2007,6,NA,NA,NA,8.8,NA,NA,NA,NA
8246,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/4/2007,6,NA,NA,NA,NA,NA,NA,NA,NA
8247,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/4/2007,6,NA,22.4,NA,8.3,NA,NA,NA,NA
8248,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/4/2007,6,NA,25.1,NA,8.2,NA,NA,NA,NA
8249,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/4/2007,6,NA,NA,NA,NA,NA,NA,NA,NA
8250,SPT Out,Tempe's South Plant treated water,tempe,STP Out,6/4/2007,6,NA,NA,NA,NA,NA,NA,NA,NA
8251,Green In,Greenway WTP Inlet,srp,Green In,6/4/2007,6,NA,26.6,NA,8.2,NA,NA,NA,NA
8252,Green Out,Greenway WTP Outlet,srp,Green Out,6/4/2007,6,NA,NA,NA,NA,NA,NA,NA,NA
8253,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,56.5,18,6.83,7.89,NA,NA,NA,NA
8254,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,54.3,18,6.99,7.9,NA,NA,NA,NA
8255,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,51.3,18,7.11,7.9,NA,NA,NA,NA
8256,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,48.3,18,7.13,7.9,NA,NA,NA,NA
8257,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,45.2,18,7.16,7.9,NA,NA,NA,NA
8258,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,42.3,18.1,7.27,7.9,NA,NA,NA,NA
8259,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,39.2,18.1,7.32,7.9,NA,NA,NA,NA
8260,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,36.2,18.1,7.35,7.89,NA,NA,NA,NA
8261,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,33.3,18.1,7.36,7.92,NA,NA,NA,NA
8262,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,30.2,18.1,7.38,7.92,NA,NA,NA,NA
8263,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,27.2,18.2,7.44,7.93,NA,NA,NA,NA
8264,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,24.2,18.3,7.5,7.94,NA,NA,NA,NA
8265,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,21.4,18.6,7.75,7.97,NA,NA,NA,NA
8266,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,18.4,19.3,8.41,8.07,NA,NA,NA,NA
8267,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,15.4,20.3,11.87,8.44,NA,NA,NA,NA
8268,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,12.5,21.7,13.07,8.42,NA,NA,NA,NA
8269,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,12.6,21.7,13.58,8.43,NA,NA,NA,NA
8270,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,9.7,24,12.34,8.4,NA,NA,NA,NA
8271,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,6.8,25.4,8.6,8.35,NA,NA,NA,NA
8272,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,4,25.5,8.56,8.34,NA,NA,NA,NA
8273,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,2,25.6,8.56,8.36,NA,NA,NA,NA
8274,R2,Lake Pleasant integrated sample,cap,pleasant,6/4/2007,6,0.9,23.2,8.94,8.34,NA,NA,NA,NA
8275,R6A,Bartlett Reservoir near outlet,verde,bartlett-0m,6/4/2007,6,NA,NA,NA,NA,NA,NA,NA,NA
