ID,Site_Number,Site_Location,Cluster_Name,Site_Acronym,Date,Month,Sample_Type,Tot_N,Diss_N,Tot_P,Diss_P,NO3_N,NH4_N,DON,Nutrient_comments
3673,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/12/2005,4,NA,NA,0.42,31.5,NA,NA,NA,NA,NA
3674,R19,Val Vista WTP treated water,srp,val vista-treated,4/12/2005,4,NA,NA,0.3,NA,NA,NA,NA,NA,NA
3675,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/12/2005,4,NA,NA,0.32,31.3,NA,NA,NA,NA,NA
3676,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/12/2005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3677,SPT Out,Tempe's South Plant treated water,tempe,STP Out,4/12/2005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3678,R25,verde river at beeline highway,verde,verde @ beeline,4/12/2005,4,NA,NA,0.32,49.2,NA,NA,NA,NA,NA
3679,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/12/2005,4,NA,NA,0.48,40.2,NA,NA,NA,NA,NA
3680,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/12/2005,4,NA,NA,0.41,31.8,NA,NA,NA,NA,NA
3681,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/12/2005,4,NA,NA,0.43,32.1,NA,NA,NA,NA,NA
3682,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/12/2005,4,NA,NA,0.24,44.1,NA,NA,NA,NA,NA
3683,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,4/12/2005,4,NA,NA,0.3,NA,NA,NA,NA,NA,NA
3684,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/12/2005,4,NA,NA,0.3,36.2,NA,NA,NA,NA,NA
3685,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/12/2005,4,NA,NA,0.26,NA,NA,NA,NA,NA,NA
3686,Green In,Greenway WTP Inlet,srp,Green In,4/12/2005,4,NA,NA,0.25,33.7,NA,NA,NA,NA,NA
3687,Green Out,Greenway WTP Outlet,srp,Green Out,4/12/2005,4,NA,NA,0.36,NA,NA,NA,NA,NA,NA
3688,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/12/2005,4,NA,NA,0.35,60.6,NA,NA,NA,NA,NA
3689,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/12/2005,4,NA,NA,0.44,NA,NA,NA,NA,NA,NA
3690,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/12/2005,4,NA,NA,0.24,18.6,NA,NA,NA,NA,NA
3691,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/12/2005,4,NA,NA,0.38,36.1,NA,NA,NA,NA,NA
3692,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/12/2005,4,NA,NA,0.24,48.7,NA,NA,NA,NA,NA
3693,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/12/2005,4,NA,NA,0.39,78.4,NA,NA,NA,NA,NA
3694,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/12/2005,4,NA,NA,0.38,38.4,NA,NA,NA,NA,NA
3695,R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,4/12/2005,4,NA,NA,0.36,37.5,NA,NA,NA,NA,NA
3696,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,4/12/2005,4,NA,NA,0.54,31.4,NA,NA,NA,NA,NA
3697,R20,Verde River at Tangle,verde,verde abv horseshoe,4/12/2005,4,NA,NA,0.24,105.2,NA,NA,NA,NA,NA
3698,Havasu 1,Havasu lake Sample,NA,Havasu 1,4/12/2005,4,NA,NA,0.18,20.4,NA,NA,NA,NA,NA
3699,Havasu 2,Havasu lake Sample,NA,Havasu 2,4/12/2005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3700,Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,4/12/2005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3701,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,4/12/2005,4,NA,NA,0.41,NA,NA,NA,NA,NA,NA
3702,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,4/12/2005,4,NA,NA,0.48,NA,NA,NA,NA,NA,NA
3703,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/12/2005,4,NA,NA,0.38,NA,NA,NA,NA,NA,NA
3704,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,4/12/2005,4,NA,NA,0.87,35.2,NA,NA,NA,NA,NA
3705,R1,CAP canal above Waddell Canal,cap,cap-siphon,4/12/2005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3706,R4,Cap Canal at 7th St.,cap,cap @ 7th st,4/12/2005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3707,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,4/12/2005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3708,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,4/12/2005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3709,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,4/12/2005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3710,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,4/12/2005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3711,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,4/12/2005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3712,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,4/12/2005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4249,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,4/10/2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4250,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,4/10/2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4251,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,4/10/2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4252,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,4/10/2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4253,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,4/10/2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4254,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,4/10/2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
4255,R3,Waddell Canal,cap,waddell canal,5/15/2006,5,NA,NA,0.53,20.8,NA,NA,NA,NA,NA
4256,UH In,Union Hills Inlet,cap,Union Hills Inlet,5/15/2006,5,NA,NA,0.43,23.5,NA,NA,NA,NA,NA
4257,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,5/15/2006,5,NA,NA,0.39,NA,NA,NA,NA,NA,NA
4258,R11,CAP Canal at Cross-connect,cap,cap @ x con,5/15/2006,5,NA,NA,0.36,33,NA,NA,NA,NA,NA
4259,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,5/15/2006,5,NA,NA,0.23,22.9,NA,NA,NA,NA,NA
4260,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,5/15/2006,5,NA,NA,0.03,42,NA,NA,NA,NA,NA
4261,R19,Val Vista WTP treated water,srp,val vista-treated,5/15/2006,5,NA,NA,0.13,NA,NA,NA,NA,NA,NA
4262,NA,Val Vista West WTP treated water,srp,val vista WEST-treated,5/15/2006,5,NA,NA,0.14,NA,NA,NA,NA,NA,NA
4263,HTC,Head of the Tempe Canal,tempe,head of tempe canal,5/15/2006,5,NA,NA,0.2,38.9,NA,NA,NA,NA,NA
4264,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,5/15/2006,5,NA,NA,0.24,22.5,NA,NA,NA,NA,NA
4265,SPT Out,Tempe's South Plant treated water,tempe,STP Out,5/15/2006,5,NA,NA,0.13,NA,NA,NA,NA,NA,NA
4266,R25,verde river at beeline highway,verde,verde @ beeline,5/15/2006,5,NA,NA,0.1,33.3,NA,NA,NA,NA,NA
4267,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,5/15/2006,5,NA,NA,0.18,25.8,NA,NA,NA,NA,NA
4268,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,5/15/2006,5,NA,NA,0.38,22.9,NA,NA,NA,NA,NA
4269,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,5/15/2006,5,NA,NA,0.26,39.7,NA,NA,NA,NA,NA
4270,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,5/15/2006,5,NA,NA,0.19,42.7,NA,NA,NA,NA,NA
4271,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,5/15/2006,5,NA,NA,0.07,NA,NA,NA,NA,NA,NA
4272,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,5/15/2006,5,NA,NA,0.17,50.8,NA,NA,NA,NA,NA
4273,R17,Deer Valley WTP treated water,srp,deer valley-treated,5/15/2006,5,NA,NA,0.16,NA,NA,NA,NA,NA,NA
4274,Green In,Greenway WTP Inlet,srp,Green In,5/15/2006,5,NA,NA,0.22,23.4,NA,NA,NA,NA,NA
4275,Green Out,Greenway WTP Outlet,srp,Green Out,5/15/2006,5,NA,NA,0.27,NA,NA,NA,NA,NA,NA
4276,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,5/15/2006,5,NA,NA,0.24,45.9,NA,NA,NA,NA,NA
4277,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,5/15/2006,5,NA,NA,0.15,NA,NA,NA,NA,NA,NA
4278,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,5/15/2006,5,NA,NA,0.28,18.4,NA,NA,NA,NA,NA
4279,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,5/15/2006,5,NA,NA,0.04,10.7,NA,NA,NA,NA,NA
4280,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,5/15/2006,5,NA,NA,0.17,NA,NA,NA,NA,NA,NA
4281,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,5/15/2006,5,NA,NA,0.45,NA,NA,NA,NA,NA,NA
4282,R9A,Saguaro Lake near inlet,salt,saguaro-epi,5/15/2006,5,NA,NA,0.29,NA,NA,NA,NA,NA,NA
4283,R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,5/15/2006,5,NA,NA,0.35,NA,NA,NA,NA,NA,NA
4284,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,5/15/2006,5,NA,NA,0.28,NA,NA,NA,NA,NA,NA
4285,R20,Verde River at Tangle,verde,verde abv horseshoe,5/15/2006,5,NA,NA,0.15,22.7,NA,NA,NA,NA,NA
4286,Havasu 1,Havasu lake Sample,NA,Havasu 1,5/15/2006,5,NA,NA,0.45,27.6,NA,NA,NA,NA,NA
4287,Havasu 2,Havasu lake Sample,NA,Havasu 2,5/15/2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4288,Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,5/15/2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4289,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,5/15/2006,5,NA,NA,0.2,48.1,NA,NA,NA,NA,NA
4290,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,5/15/2006,5,NA,NA,0.14,44.6,NA,NA,NA,NA,NA
4291,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,5/15/2006,5,NA,NA,0.34,37.9,NA,NA,NA,NA,NA
4292,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,5/15/2006,5,NA,NA,0.18,43.5,NA,NA,NA,NA,NA
4293,R1,CAP canal above Waddell Canal,cap,cap-siphon,5/15/2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4294,R4,Cap Canal at 7th St.,cap,cap @ 7th st,5/15/2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4295,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,5/15/2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4296,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,5/15/2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4297,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,5/15/2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4298,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,5/15/2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4299,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,5/15/2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4300,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,5/15/2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
4301,R3,Waddell Canal,cap,waddell canal,6/13/2006,6,NA,NA,NA,9.8,NA,NA,NA,NA,NA
4302,UH In,Union Hills Inlet,cap,Union Hills Inlet,6/13/2006,6,NA,NA,NA,6.7,NA,NA,NA,NA,NA
4303,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,6/13/2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
4304,R11,CAP Canal at Cross-connect,cap,cap @ x con,6/13/2006,6,NA,NA,NA,7.8,NA,NA,NA,NA,NA
4305,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,6/13/2006,6,NA,NA,NA,24.2,NA,NA,NA,NA,NA
4306,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,6/13/2006,6,NA,NA,NA,20.7,NA,NA,NA,NA,NA
4307,R19,Val Vista WTP treated water,srp,val vista-treated,6/13/2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
4308,NA,Val Vista West WTP treated water,srp,val vista WEST-treated,6/13/2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
4309,HTC,Head of the Tempe Canal,tempe,head of tempe canal,6/13/2006,6,NA,NA,NA,25.5,NA,NA,NA,NA,NA
4310,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,6/13/2006,6,NA,NA,NA,11.4,NA,NA,NA,NA,NA
4311,SPT Out,Tempe's South Plant treated water,tempe,STP Out,6/13/2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
4312,R25,verde river at beeline highway,verde,verde @ beeline,6/13/2006,6,NA,NA,NA,19.1,NA,NA,NA,NA,NA
4313,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,6/13/2006,6,NA,NA,NA,18,NA,NA,NA,NA,NA
4314,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,6/13/2006,6,NA,NA,NA,8.2,NA,NA,NA,NA,NA
4315,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,6/13/2006,6,NA,NA,NA,17.8,NA,NA,NA,NA,NA
4316,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,6/13/2006,6,NA,NA,NA,11.1,NA,NA,NA,NA,NA
4317,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,6/13/2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
4318,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,6/13/2006,6,NA,NA,NA,9.5,NA,NA,NA,NA,NA
4319,R17,Deer Valley WTP treated water,srp,deer valley-treated,6/13/2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
4320,Green In,Greenway WTP Inlet,srp,Green In,6/13/2006,6,NA,NA,NA,10.1,NA,NA,NA,NA,NA
4321,Green Out,Greenway WTP Outlet,srp,Green Out,6/13/2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
4322,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,6/13/2006,6,NA,NA,NA,15,NA,NA,NA,NA,NA
4323,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,6/13/2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
4324,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,6/13/2006,6,NA,NA,NA,12.9,NA,NA,NA,NA,NA
4325,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,6/13/2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
4326,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,6/13/2006,6,NA,NA,NA,13.2,NA,NA,NA,NA,NA
4327,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,6/13/2006,6,NA,NA,NA,12.2,NA,NA,NA,NA,NA
4328,R9A,Saguaro Lake near inlet,salt,saguaro-epi,6/13/2006,6,NA,NA,NA,17.9,NA,NA,NA,NA,NA
4329,R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,6/13/2006,6,NA,NA,NA,19.8,NA,NA,NA,NA,NA
4330,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,6/13/2006,6,NA,NA,NA,14.8,NA,NA,NA,NA,NA
4331,R20,Verde River at Tangle,verde,verde abv horseshoe,6/13/2006,6,NA,NA,NA,41.7,NA,NA,NA,NA,NA
4332,Havasu 1,Havasu lake Sample,NA,Havasu 1,6/13/2006,6,NA,NA,NA,9.6,NA,NA,NA,NA,NA
4333,Havasu 2,Havasu lake Sample,NA,Havasu 2,6/13/2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
4334,Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,6/13/2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
4335,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,6/13/2006,6,NA,NA,NA,18.8,NA,NA,NA,NA,NA
