ID,SiteNumber,SiteLocation,ClusterName,SiteAcronym,Date,Month,SampleType,TOC,DOC,UVA,SUVA,PeakInt,PeakIntWL,Intat450,Intat460,Intat500,Fl,docm_comments
4117,Havasu 2,Havasu lake Sample,NA,Havasu 2,3/13/2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4118,Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,3/13/2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4119,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,3/13/2006,3,NA,NA,3.33,0.09,2.9,NA,NA,NA,NA,NA,NA,NA
4120,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,3/13/2006,3,NA,NA,3.71,0.09,2.6,NA,NA,NA,NA,NA,NA,NA
4121,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/13/2006,3,NA,NA,3.99,0.07,2,NA,NA,NA,NA,NA,NA,NA
4122,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,3/13/2006,3,NA,NA,3.92,0.07,2,NA,NA,NA,NA,NA,NA,NA
4123,R1,CAP canal above Waddell Canal,cap,cap-siphon,3/13/2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4124,R4,Cap Canal at 7th St.,cap,cap @ 7th st,3/13/2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4125,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,3/13/2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4126,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,3/13/2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4127,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,3/13/2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4128,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,3/13/2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4129,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,3/13/2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4130,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,3/13/2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4131,R3,Waddell Canal,cap,waddell canal,4/10/2006,4,NA,NA,2.48,0.03,1.3,NA,NA,NA,NA,NA,NA,NA
4132,UH In,Union Hills Inlet,cap,Union Hills Inlet,4/10/2006,4,NA,NA,2.54,0.02,1.1,NA,NA,NA,NA,NA,NA,NA
4133,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,4/10/2006,4,NA,NA,2.31,0.01,0.7,NA,NA,NA,NA,NA,NA,NA
4134,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/10/2006,4,NA,NA,2.5,0.02,1.1,NA,NA,NA,NA,NA,NA,NA
4135,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,4/10/2006,4,NA,NA,4.44,0.09,2.1,NA,NA,NA,NA,NA,NA,NA
4136,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,4/10/2006,4,NA,NA,4.52,0.09,2.1,NA,NA,NA,NA,NA,NA,NA
4137,R19,Val Vista WTP treated water,srp,val vista-treated,4/10/2006,4,NA,NA,3.26,0.04,1.4,NA,NA,NA,NA,NA,NA,NA
4138,NA,Val Vista West WTP treated water,srp,val vista west-treated,4/10/2006,4,NA,NA,3.26,0.03,1.1,NA,NA,NA,NA,NA,NA,NA
4139,HTC,Head of the Tempe Canal,tempe,head of tempe canal,4/10/2006,4,NA,NA,4.59,0.09,2,NA,NA,NA,NA,NA,NA,NA
4140,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,4/10/2006,4,NA,NA,4.46,0.09,2.1,NA,NA,NA,NA,NA,NA,NA
4141,SPT Out,Tempe's South Plant treated water,tempe,STP Out,4/10/2006,4,NA,NA,4.34,0.05,1.3,NA,NA,NA,NA,NA,NA,NA
4142,R25,verde river at beeline highway,verde,verde @ beeline,4/10/2006,4,NA,NA,1.79,0.03,1.8,NA,NA,NA,NA,NA,NA,NA
4143,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/10/2006,4,NA,NA,4.92,0.1,2,NA,NA,NA,NA,NA,NA,NA
4144,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/10/2006,4,NA,NA,4.55,0.09,2,NA,NA,NA,NA,NA,NA,NA
4145,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/10/2006,4,NA,NA,4.26,0.08,1.9,NA,NA,NA,NA,NA,NA,NA
4146,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,4/10/2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4147,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,4/10/2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4148,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,4/10/2006,4,NA,NA,4.74,0.08,1.8,NA,NA,NA,NA,NA,NA,NA
4149,R17,Deer Valley WTP treated water,srp,deer valley-treated,4/10/2006,4,NA,NA,3.19,0.04,1.3,NA,NA,NA,NA,NA,NA,NA
4150,Green In,Greenway WTP Inlet,srp,Green In,4/10/2006,4,NA,NA,4.56,0.08,1.9,NA,NA,NA,NA,NA,NA,NA
4151,Green Out,Greenway WTP Outlet,srp,Green Out,4/10/2006,4,NA,NA,4.05,0.03,0.8,NA,NA,NA,NA,NA,NA,NA
4152,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,4/10/2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4153,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,4/10/2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4154,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,4/10/2006,4,NA,NA,3.28,0.04,1.4,NA,NA,NA,NA,NA,NA,NA
4155,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/10/2006,4,NA,NA,3.31,0.04,1.4,NA,NA,NA,NA,NA,NA,NA
4156,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/10/2006,4,NA,NA,2.42,0.04,1.8,NA,NA,NA,NA,NA,NA,NA
4157,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/10/2006,4,NA,NA,2.64,0.05,2.1,NA,NA,NA,NA,NA,NA,NA
4158,R9A,Saguaro Lake near inlet,salt,saguaro-epi,4/10/2006,4,NA,NA,5.56,0.1,1.8,NA,NA,NA,NA,NA,NA,NA
4534,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/5/2006,12,NA,NA,2.23,0.05,2.4,NA,NA,NA,NA,NA,NA,NA
4535,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/5/2006,12,NA,NA,2.24,0.05,2.5,NA,NA,NA,NA,NA,NA,NA
4536,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/5/2006,12,NA,NA,2.12,0.05,2.6,NA,NA,NA,NA,NA,NA,NA
4537,R1,CAP canal above Waddell Canal,cap,cap-siphon,12/5/2006,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4538,R4,Cap Canal at 7th St.,cap,cap @ 7th st,12/5/2006,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4539,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,12/5/2006,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4540,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,12/5/2006,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4541,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,12/5/2006,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4542,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,12/5/2006,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4543,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,12/5/2006,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4544,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,12/5/2006,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4545,R3,Waddell Canal,cap,waddell canal,1/8/2007,1,NA,NA,2.67,0.03,1.4,NA,NA,NA,NA,NA,NA,NA
4546,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/8/2007,1,NA,NA,2.55,0.03,1.5,NA,NA,NA,NA,NA,NA,NA
4547,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/8/2007,1,NA,NA,2.34,0.02,1,NA,NA,NA,NA,NA,NA,NA
4548,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4549,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/8/2007,1,NA,NA,1.7,0.04,2.9,NA,NA,NA,NA,NA,NA,NA
4550,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/8/2007,1,NA,NA,1.74,0.04,2.8,NA,NA,NA,NA,NA,NA,NA
4551,R19,Val Vista WTP treated water,srp,val vista-treated,1/8/2007,1,NA,NA,1.49,0.02,1.5,NA,NA,NA,NA,NA,NA,NA
4552,NA,Val Vista West WTP treated water,srp,val vista west-treated,1/8/2007,1,NA,NA,1.44,0.01,1.3,NA,NA,NA,NA,NA,NA,NA
4553,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/8/2007,1,NA,NA,1.76,0.04,2.8,NA,NA,NA,NA,NA,NA,NA
4554,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/8/2007,1,NA,NA,1.79,0.04,2.8,NA,NA,NA,NA,NA,NA,NA
4555,SPT Out,Tempe's South Plant treated water,tempe,STP Out,1/8/2007,1,NA,NA,1.65,0.03,2.2,NA,NA,NA,NA,NA,NA,NA
4556,R25,verde river at beeline highway,verde,verde @ beeline,1/8/2007,1,NA,NA,1.75,0.04,2.8,NA,NA,NA,NA,NA,NA,NA
4557,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/8/2007,1,NA,NA,3.64,0.08,2.2,NA,NA,NA,NA,NA,NA,NA
4558,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/8/2007,1,NA,NA,1.94,0.05,2.6,NA,NA,NA,NA,NA,NA,NA
4559,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4560,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4561,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4562,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4563,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4564,Green In,Greenway WTP Inlet,srp,Green In,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4565,Green Out,Greenway WTP Outlet,srp,Green Out,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4566,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4567,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4568,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/8/2007,1,NA,NA,3.03,0.04,1.6,NA,NA,NA,NA,NA,NA,NA
4569,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/8/2007,1,NA,NA,3.22,0.04,1.5,NA,NA,NA,NA,NA,NA,NA
4570,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/8/2007,1,NA,NA,2.39,0.05,2.3,NA,NA,NA,NA,NA,NA,NA
4571,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/8/2007,1,NA,NA,2.42,0.05,2.3,NA,NA,NA,NA,NA,NA,NA
4572,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/8/2007,1,NA,NA,5,0.1,2.1,NA,NA,NA,NA,NA,NA,NA
4573,R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,1/8/2007,1,NA,NA,5.39,0.1,2,NA,NA,NA,NA,NA,NA,NA
4574,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/8/2007,1,NA,NA,5.6,0.1,1.9,NA,NA,NA,NA,NA,NA,NA
4575,R20,Verde River at Tangle,verde,verde abv horseshoe,1/8/2007,1,NA,NA,0.78,0.01,2.2,NA,NA,NA,NA,NA,NA,NA
4576,Havasu 1,Havasu lake Sample,NA,Havasu 1,1/8/2007,1,NA,NA,2.6,0.03,1.4,NA,NA,NA,NA,NA,NA,NA
4577,Havasu 2,Havasu lake Sample,NA,Havasu 2,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4578,Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4579,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/8/2007,1,NA,NA,2.09,0.05,2.7,NA,NA,NA,NA,NA,NA,NA
4580,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/8/2007,1,NA,NA,1.99,0.05,2.8,NA,NA,NA,NA,NA,NA,NA
4581,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/8/2007,1,NA,NA,2.03,0.05,2.5,NA,NA,NA,NA,NA,NA,NA
4582,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/8/2007,1,NA,NA,1.92,0.05,2.7,NA,NA,NA,NA,NA,NA,NA
4583,R1,CAP canal above Waddell Canal,cap,cap-siphon,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4584,R4,Cap Canal at 7th St.,cap,cap @ 7th st,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4585,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4586,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4587,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4588,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4589,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4590,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,1/8/2007,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4591,R3,Waddell Canal,cap,waddell canal,2/5/2007,2,NA,NA,2.67,0.03,1.4,NA,NA,NA,NA,NA,NA,NA
4592,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/5/2007,2,NA,NA,2.67,0.03,1.5,NA,NA,NA,NA,NA,NA,NA
4593,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/5/2007,2,NA,NA,2.49,0.02,0.9,NA,NA,NA,NA,NA,NA,NA
4594,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/5/2007,2,NA,NA,3.09,0.04,1.3,NA,NA,NA,NA,NA,NA,NA
4595,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,2/5/2007,2,NA,NA,1.9,0.05,2.7,NA,NA,NA,NA,NA,NA,NA
4596,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/5/2007,2,NA,NA,1.63,0.04,2.5,NA,NA,NA,NA,NA,NA,NA
4597,R19,Val Vista WTP treated water,srp,val vista-treated,2/5/2007,2,NA,NA,1.34,0.02,1.5,NA,NA,NA,NA,NA,NA,NA
4598,NA,Val Vista West WTP treated water,srp,val vista west-treated,2/5/2007,2,NA,NA,1.33,0.01,1.4,NA,NA,NA,NA,NA,NA,NA
4599,HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/5/2007,2,NA,NA,1.68,0.04,2.7,NA,NA,NA,NA,NA,NA,NA
4600,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2/5/2007,2,NA,NA,1.5,0.04,2.7,NA,NA,NA,NA,NA,NA,NA
4601,SPT Out,Tempe's South Plant treated water,tempe,STP Out,2/5/2007,2,NA,NA,1.5,0.03,2.2,NA,NA,NA,NA,NA,NA,NA
4602,R25,verde river at beeline highway,verde,verde @ beeline,2/5/2007,2,NA,NA,1.72,0.04,2.6,NA,NA,NA,NA,NA,NA,NA
4603,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/5/2007,2,NA,NA,3.75,0.07,2.1,NA,NA,NA,NA,NA,NA,NA
4604,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/5/2007,2,NA,NA,3.75,0.04,2.6,NA,NA,NA,NA,NA,NA,NA
4605,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/5/2007,2,NA,NA,2.05,0.04,2.2,NA,NA,NA,NA,NA,NA,NA
4606,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4607,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4608,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4609,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4610,Green In,Greenway WTP Inlet,srp,Green In,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4611,Green Out,Greenway WTP Outlet,srp,Green Out,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4612,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4613,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4614,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/5/2007,2,NA,NA,2.99,0.04,1.6,NA,NA,NA,NA,NA,NA,NA
4615,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/5/2007,2,NA,NA,3.14,0.04,1.5,NA,NA,NA,NA,NA,NA,NA
4616,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/5/2007,2,NA,NA,2.06,0.05,2.7,NA,NA,NA,NA,NA,NA,NA
4617,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/5/2007,2,NA,NA,2.14,0.05,2.5,NA,NA,NA,NA,NA,NA,NA
4618,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/5/2007,2,NA,NA,5.01,0.1,2.1,NA,NA,NA,NA,NA,NA,NA
4619,R9A-Dup,Saguaro Lake near inlet,NA,saguaro-epi dup,2/5/2007,2,NA,NA,4.89,0.1,2.1,NA,NA,NA,NA,NA,NA,NA
4620,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/5/2007,2,NA,NA,5.02,0.1,2.1,NA,NA,NA,NA,NA,NA,NA
4621,R20,Verde River at Tangle,verde,verde abv horseshoe,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4622,Havasu 1,Havasu lake Sample,NA,Havasu 1,2/5/2007,2,NA,NA,2.57,0.04,1.6,NA,NA,NA,NA,NA,NA,NA
4623,Havasu 2,Havasu lake Sample,NA,Havasu 2,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4624,Roosvelt,SRP above Roosevelt Lake,NA,Above Roosevelt,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4625,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/5/2007,2,NA,NA,4.68,0.12,2.8,NA,NA,NA,NA,NA,NA,NA
4626,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/5/2007,2,NA,NA,3.35,0.06,2,NA,NA,NA,NA,NA,NA,NA
4627,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/5/2007,2,NA,NA,2.21,0.04,2,NA,NA,NA,NA,NA,NA,NA
4628,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2/5/2007,2,NA,NA,2.56,0.03,1.4,NA,NA,NA,NA,NA,NA,NA
4629,R1,CAP canal above Waddell Canal,cap,cap-siphon,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4630,R4,Cap Canal at 7th St.,cap,cap @ 7th st,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4631,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4632,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4633,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4634,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4635,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4636,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2/5/2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4637,R3,Waddell Canal,cap,waddell canal,3/12/2007,3,NA,NA,2.57,0.03,1.5,NA,NA,NA,NA,NA,NA,NA
4638,UH In,Union Hills Inlet,cap,Union Hills Inlet,3/12/2007,3,NA,NA,2.55,0.03,1.5,NA,NA,NA,NA,NA,NA,NA
4639,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,3/12/2007,3,NA,NA,2.23,0.02,1,NA,NA,NA,NA,NA,NA,NA
4640,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/12/2007,3,NA,NA,2.95,0.03,1.3,NA,NA,NA,NA,NA,NA,NA
4641,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,3/12/2007,3,NA,NA,3.76,0.08,2.3,NA,NA,NA,NA,NA,NA,NA
4642,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,3/12/2007,3,NA,NA,3.33,0.07,1.5,NA,NA,NA,NA,NA,NA,NA
4643,R19,Val Vista WTP treated water,srp,val vista-treated,3/12/2007,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4644,NA,Val Vista West WTP treated water,srp,val vista west-treated,3/12/2007,3,NA,NA,2.65,0.03,1.2,NA,NA,NA,NA,NA,NA,NA
4645,HTC,Head of the Tempe Canal,tempe,head of tempe canal,3/12/2007,3,NA,NA,0.9,0.01,1.2,NA,NA,NA,NA,NA,NA,NA
4646,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,3/12/2007,3,NA,NA,0.53,0.006,1.2,NA,NA,NA,NA,NA,NA,NA
4647,SPT Out,Tempe's South Plant treated water,tempe,STP Out,3/12/2007,3,NA,NA,0.5,0.006,1.3,NA,NA,NA,NA,NA,NA,NA
4648,R25,verde river at beeline highway,verde,verde @ beeline,3/12/2007,3,NA,NA,1.63,0.04,2.8,NA,NA,NA,NA,NA,NA,NA
4649,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/12/2007,3,NA,NA,4.75,0.1,2.1,NA,NA,NA,NA,NA,NA,NA
4650,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/12/2007,3,NA,NA,3.92,0.08,2.2,NA,NA,NA,NA,NA,NA,NA
4651,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,3/12/2007,3,NA,NA,3.25,0.06,1.9,NA,NA,NA,NA,NA,NA,NA
4652,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,3/12/2007,3,NA,NA,3.67,0.07,2.1,NA,NA,NA,NA,NA,NA,NA
4653,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,3/12/2007,3,NA,NA,2.5,0.03,1.5,NA,NA,NA,NA,NA,NA,NA
4654,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,3/12/2007,3,NA,NA,3.39,0.06,2,NA,NA,NA,NA,NA,NA,NA
4655,R17,Deer Valley WTP treated water,srp,deer valley-treated,3/12/2007,3,NA,NA,2.55,0.04,1.6,NA,NA,NA,NA,NA,NA,NA
4656,Green In,Greenway WTP Inlet,srp,Green In,3/12/2007,3,NA,NA,2.81,0.05,1.8,NA,NA,NA,NA,NA,NA,NA
4657,Green Out,Greenway WTP Outlet,srp,Green Out,3/12/2007,3,NA,NA,2.05,0.01,0.9,NA,NA,NA,NA,NA,NA,NA
4658,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,3/12/2007,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4659,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,3/12/2007,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4660,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/12/2007,3,NA,NA,3.01,0.04,1.4,NA,NA,NA,NA,NA,NA,NA
4661,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/12/2007,3,NA,NA,3.04,0.04,1.4,NA,NA,NA,NA,NA,NA,NA
4662,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,3/12/2007,3,NA,NA,1.88,0.04,2.3,NA,NA,NA,NA,NA,NA,NA
4663,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,3/12/2007,3,NA,NA,1.85,0.04,2.5,NA,NA,NA,NA,NA,NA,NA
4664,R9A,Saguaro Lake near inlet,salt,saguaro-epi,3/12/2007,3,NA,NA,4.97,0.1,2.1,NA,NA,NA,NA,NA,NA,NA
